latitude,longitude,presence
41.8941666667,-70.7669444444,0
42.2874009507,-71.1034981709,0
42.3253312,-71.1802955,0
42.5572483333,-72.5218,0
41.67641073,-69.9351228309,0
42.609512,-71.2228,0
42.3298416667,-72.5333027778,1
42.3189143981,-72.6401162719,0
41.3089793611,-70.7748281667,0
42.3222669812,-71.8065508027,1
42.3302277778,-72.5335166667,1
42.6139742769,-71.3867872272,1
42.3488563,-71.0850677,0
42.247025,-73.4432366667,0
42.4132638994,-71.5103279703,1
41.9460555556,-70.8734,0
42.4939573231,-71.3645955735,1
42.209443,-71.683628,1
42.1048946679,-71.6066119541,0
42.501008953,-71.5401747265,0
41.6590116667,-70.372545,0
42.577667067,-71.9679749431,0
42.1718071983,-70.7518663071,0
42.5034402516,-71.0519359969,0
41.7128514758,-70.1924972717,0
42.0734353371,-70.2063776883,0
42.0706509054,-71.2142587547,0
42.2070770264,-73.2938156128,0
42.2519879408,-71.6696688941,0
41.9467666667,-70.6273033333,0
42.505537071,-72.6466212781,0
42.4526283333,-71.8166966667,1
42.3424587874,-73.0377668444,1
42.3659916667,-71.200995,0
42.6436412261,-70.6278149402,1
42.7067312412,-71.1491415092,0
41.4303033333,-70.7009666667,0
41.74672833,-70.43531667,0
41.6186752319,-70.5113983154,0
42.2072243,-71.1117034,0
42.3790133333,-71.1377861667,0
42.1714079722,-71.025243,0
42.2536696,-72.5205914,1
42.3662081445,-71.0340925837,0
42.3395788278,-71.1666492624,0
41.63230896,-70.9541091919,0
42.0305945,-70.2065283333,0
42.0465706393,-72.2366946191,1
42.505747121,-70.8310858256,0
42.473275,-71.5818633333,0
42.23732,-71.2196583333,0
42.3438337155,-71.4334491124,0
42.1411372747,-72.1141159907,1
42.4577035769,-72.8977849654,1
41.9363345,-70.6329549997,0
42.2135383333,-73.34295,1
42.0568311826,-73.1272128352,1
42.620612,-71.278286,0
42.30330333,-70.90992833,0
42.558542401,-70.8730776073,0
42.3377483306,-71.5749623186,0
42.1290591576,-71.2186371687,0
42.4133223194,-71.5105061304,1
42.49906,-72.4193933333,0
42.4457539149,-71.1763580373,1
42.1433806531,-70.7352571835,0
42.4356916728,-72.5419466667,0
41.604795,-70.4721916667,0
42.4533116667,-71.0800388333,0
41.2656966667,-70.0725166667,0
42.6661616667,-70.8203366667,0
41.8908410834,-70.8085858232,0
42.2263793945,-70.9356079102,0
42.0999317127,-71.1410497874,0
42.354655,-72.6660783333,1
42.0209106937,-70.6148878857,0
42.40212,-72.5358,1
42.707128753,-73.2166828495,0
42.3301416667,-72.5347972222,1
42.3299611111,-72.5347888889,1
42.4783527778,-72.19635,1
42.067931702,-70.7192000002,0
42.6747379782,-70.6454952906,0
42.520225,-70.8863966667,0
42.4026254593,-72.5364800915,1
42.1509634,-72.1190146997,0
42.4680082266,-71.3060468213,1
42.4703186565,-72.0924714022,0
42.329984,-72.538427,1
42.2701978137,-71.1411866278,0
42.0614283207,-71.6780840519,0
42.3002009186,-71.6540622722,0
42.3587503978,-71.0889602029,0
42.3226049167,-71.1266721111,0
42.3870687219,-71.1553916931,0
42.611356066,-71.321695599,0
41.7509298185,-70.1124443028,0
42.2750729722,-72.582537,0
41.279180123,-70.1669326394,0
42.63875664,-72.16805048,0
42.7395383333,-73.217605,1
42.2818424,-71.1819841,1
42.0626629853,-72.5720659354,1
42.04903,-70.181619,0
42.6981089861,-71.9061904687,1
42.6257256129,-72.4601886794,1
42.5345136547,-72.2103791311,1
42.61265333,-72.48725,1
42.2460909,-73.30423841,0
42.5676803649,-72.2184821803,1
42.450241,-71.25679,1
41.9675966667,-70.8470083333,0
42.207955,-70.7181166667,0
42.8688191161,-70.9623750113,1
42.4350880281,-71.4091404679,0
41.4914755764,-71.0342043734,0
42.1425907915,-70.7354300114,0
42.3399503321,-72.6524760577,1
42.1676981254,-70.7688159757,0
42.2993354797,-72.5186691284,0
42.63031,-73.187295,0
42.3222846909,-71.4165992431,0
42.609115,-71.2751898,0
41.4423290074,-70.5538580876,0
41.9819247054,-70.6904146016,0
41.2793137143,-70.0466129556,0
42.4334526062,-71.461151123,0
42.3711699722,-71.2420989722,0
42.4414322671,-71.0972308873,0
42.2447583333,-70.9247583333,0
42.6003339842,-72.7479477722,0
42.1083910953,-71.401153151,0
42.38969589,-71.23238382,0
42.4806133333,-73.2511883333,1
42.4484750028,-72.5485833333,0
42.2764271303,-73.0354685097,1
42.3158291663,-71.3371547086,0
42.2401949722,-71.2343489722,0
42.6042002788,-71.6168197682,1
42.1246175802,-72.5988973181,1
42.55280823,-72.67846777,0
42.0765557409,-70.7729588449,1
42.390775,-71.196305,0
42.30656788,-73.1387431,0
42.8307261299,-70.8142531668,0
42.3682554568,-71.9887894794,1
42.3228926932,-71.0829033931,0
42.3362875717,-71.5785502642,0
42.1289928505,-72.4498602725,1
42.0987055,-70.6134866667,0
42.3444600442,-72.2350032613,1
42.1885966354,-71.5039395243,0
42.6524124146,-71.4560699463,1
42.3213305556,-72.2935444444,1
42.7962639767,-71.073504877,0
42.58624167,-71.50021333,1
42.3775806446,-72.5311844277,0
42.7041249195,-72.8349320887,0
42.48215,-71.39451,1
42.065175,-71.135025,0
42.3779916667,-72.4712833333,0
42.4229995806,-71.144462903,0
42.4976418786,-71.9040865268,0
42.5466783333,-71.2808833333,1
42.6246514717,-71.6050908938,1
42.354245,-71.56883333,0
42.1672848686,-71.0975409123,1
42.4569154597,-71.6517789536,1
42.7906566062,-71.0634440114,0
42.185173724,-71.6822040911,1
42.2450763091,-73.0613802131,0
42.3748172108,-70.9695059639,0
42.3512207691,-71.4884399904,0
42.4545777778,-71.193375,0
42.134550631,-72.2423125058,1
42.3931250632,-72.5363224266,1
42.7369383333,-71.2199866667,1
42.41037,-71.1497638333,0
41.9234353587,-70.6087041128,0
42.6043503203,-71.6174795916,1
42.2577833333,-71.0044027778,0
42.041236048,-71.7622719805,0
42.332207,-72.537224,1
42.2088643628,-73.3853472769,0
42.6532056721,-71.0130015676,0
42.0474124511,-72.5960237271,0
42.6375361111,-71.1081916667,0
41.7379897835,-70.6790630741,0
42.2773895264,-70.9539489746,0
42.5014006876,-71.5043674357,1
41.6540397778,-70.9959081057,0
42.2189967123,-71.5691066322,1
